RegionName,State,Metro,avg_rent
Sierra Vista,AZ,"Sierra Vista-Douglas, AZ",1377.0061371641038
Franklin,IN,"Indianapolis-Carmel-Anderson, IN",1376.788266866605
West Jordan,UT,"Salt Lake City, UT",1376.1028162449334
Fresno,CA,"Fresno, CA",1375.419266598183
Derby,KS,"Wichita, KS",1375.1274956309683
Houston,TX,"Houston-The Woodlands-Sugar Land, TX",1375.087081690742
Utica,NY,"Utica-Rome, NY",1374.315995970873
Florence,SC,"Florence, SC",1373.8383881994168
North Liberty,IA,"Iowa City, IA",1373.726652688453
Myrtle Beach,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1373.4462809545926
Red Bluff,CA,"Red Bluff, CA",1372.7413036604912
Kennewick,WA,"Kennewick-Richland, WA",1372.1090392549886
East Ridge,TN,"Chattanooga, TN-GA",1371.7743520506008
Allen Park,MI,"Detroit-Warren-Dearborn, MI",1370.664333298628
Starkville,MS,"Starkville, MS",1369.5706454783353
Maumelle,AR,"Little Rock-North Little Rock-Conway, AR",1368.2947245070754
New Port Richey,FL,"Tampa-St. Petersburg-Clearwater, FL",1367.7275189869572
Cornelius,NC,"Charlotte-Concord-Gastonia, NC-SC",1367.4003876601955
Suffolk,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",1367.3627559945162
Covington,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1367.1462713604328
Spring Hill,FL,"Tampa-St. Petersburg-Clearwater, FL",1367.0690709432602
Sterling Heights,MI,"Detroit-Warren-Dearborn, MI",1366.2325584088953
Yukon,OK,"Oklahoma City, OK",1366.1643008991352
Easley,SC,"Greenville-Anderson, SC",1365.617221390329
Augusta,ME,"Augusta-Waterville, ME",1365.5786066638977
Taylor,MI,"Detroit-Warren-Dearborn, MI",1364.9261009154825
Moorhead,MN,"Fargo, ND-MN",1364.000667656379
Covington,LA,"New Orleans-Metairie, LA",1363.2042711626987
West Haven,CT,"New Haven-Milford, CT",1362.914207684933
Apple Valley,CA,"Riverside-San Bernardino-Ontario, CA",1362.7698294258573
Dundalk,MD,"Baltimore-Columbia-Towson, MD",1362.6842703217055
Fort Worth,TX,"Dallas-Fort Worth-Arlington, TX",1362.2173212376867
Calumet City,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1361.5933111634884
Mauldin,SC,"Greenville-Anderson, SC",1361.0518850811595
Pawtucket,RI,"Providence-Warwick, RI-MA",1361.011534166512
Menasha,WI,"Oshkosh-Neenah, WI",1360.8873467642425
Loves Park,IL,"Rockford, IL",1360.756511468163
Opelika,AL,"Auburn-Opelika, AL",1360.6470040100737
Decatur,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1360.166951245804
Cedar City,UT,"Cedar City, UT",1360.1648805627608
Elgin,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1359.9029052408375
Baltimore,MD,"Baltimore-Columbia-Towson, MD",1359.657312036836
Fleming Island,FL,"Jacksonville, FL",1359.0324691373146
Rowlett,TX,"Dallas-Fort Worth-Arlington, TX",1358.9996141834724
Pooler,GA,"Savannah, GA",1358.9133531967666
Munhall,PA,"Pittsburgh, PA",1358.8605091966251
Rio Rancho,NM,"Albuquerque, NM",1358.6703076641527
Millington,TN,"Memphis, TN-MS-AR",1356.5208159166561
Las Vegas,NV,"Las Vegas-Henderson-Paradise, NV",1356.4509504408609
Swansea,IL,"St. Louis, MO-IL",1355.0
Glen Burnie,MD,"Baltimore-Columbia-Towson, MD",1354.9188731354243
Mehlville,MO,"St. Louis, MO-IL",1354.6047004485536
Twentynine Palms,CA,"Riverside-San Bernardino-Ontario, CA",1354.3711538284035
Statesboro,GA,"Statesboro, GA",1354.0293642503684
Westworth Village,TX,"Dallas-Fort Worth-Arlington, TX",1354.0148019463006
South Park,PA,"Pittsburgh, PA",1353.7658552587163
Morrisville,NC,"Raleigh-Cary, NC",1353.7066938583162
Hendersonville,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",1352.6826658083037
Forest Acres,SC,"Columbia, SC",1352.6102417324303
Auburn,AL,"Auburn-Opelika, AL",1352.507127104759
Hartwell,GA,,1350.0
Shawnee,KS,"Kansas City, MO-KS",1349.376894860107
Lewisville,TX,"Dallas-Fort Worth-Arlington, TX",1349.2290410268533
Saint Peters,MO,"St. Louis, MO-IL",1347.6876168259314
Cudahy,WI,"Milwaukee-Waukesha, WI",1347.5
Johnston,IA,"Des Moines-West Des Moines, IA",1346.9988921728645
Tacoma,WA,"Seattle-Tacoma-Bellevue, WA",1345.5985565049123
Hubert,NC,"Jacksonville, NC",1345.0225601919913
Conroe,TX,"Houston-The Woodlands-Sugar Land, TX",1344.9195937618776
Raleigh,NC,"Raleigh-Cary, NC",1344.8895332802292
Henrico,VA,"Richmond, VA",1343.0316930644558
Anchorage,AK,"Anchorage, AK",1342.4067862865036
Rochester,MN,"Rochester, MN",1340.853455774273
Kingston,PA,"Scranton--Wilkes-Barre, PA",1340.4931939780922
Anoka,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",1340.3039313217669
New Hope,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",1339.3699449898374
Kemah,TX,"Houston-The Woodlands-Sugar Land, TX",1339.174360351794
Owasso,OK,"Tulsa, OK",1339.0509376728148
Orange Park,FL,"Jacksonville, FL",1337.6854169589383
Denton,TX,"Dallas-Fort Worth-Arlington, TX",1336.6652987274606
Bourbonnais,IL,"Kankakee, IL",1336.4136055408458
Kingsport,TN,"Kingsport-Bristol, TN-VA",1336.3890609657203
Waynesboro,VA,"Staunton, VA",1335.5350363600446
Blue Island,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1335.4391698312136
Avondale,AZ,"Phoenix-Mesa-Chandler, AZ",1335.2847710239134
Troy,OH,"Dayton-Kettering, OH",1335.0100011703125
Cortland,NY,"Cortland, NY",1334.6435279484213
Columbia,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",1334.563563796863
Ladson,SC,"Charleston-North Charleston, SC",1334.2931511304387
Kenosha,WI,"Chicago-Naperville-Elgin, IL-IN-WI",1334.1188597782402
Carlisle,PA,"Harrisburg-Carlisle, PA",1333.9282506373806
Yuma,AZ,"Yuma, AZ",1333.636547779051
Papillion,NE,"Omaha-Council Bluffs, NE-IA",1332.9871284890535
Oildale,CA,"Bakersfield, CA",1332.531182733504
Hamburg,NY,"Buffalo-Cheektowaga, NY",1331.5026513454382
Tempe,AZ,"Phoenix-Mesa-Chandler, AZ",1331.3085698615464
New Brighton,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",1330.4996570558274
Houma,LA,"Houma-Thibodaux, LA",1328.8512688327762
Shaker Heights,OH,"Cleveland-Elyria, OH",1327.5966043816736
Stockbridge,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1327.0808031991555
Murray,UT,"Salt Lake City, UT",1326.7452380133918
Benton,AR,"Little Rock-North Little Rock-Conway, AR",1326.5292787251428
Peachtree Corners,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1326.459239368958
North Augusta,SC,"Augusta-Richmond County, GA-SC",1326.3763954308313
Durham,NC,"Durham-Chapel Hill, NC",1326.2953013383965
Cleveland,TN,"Cleveland, TN",1326.0122953566338
Lakeland,FL,"Lakeland-Winter Haven, FL",1325.7678935226786
Waukesha,WI,"Milwaukee-Waukesha, WI",1325.093275344917
Mount Clemens,MI,"Detroit-Warren-Dearborn, MI",1325.0
Spring Lake,NC,"Fayetteville, NC",1323.9780554694255
Pearl,MS,"Jackson, MS",1323.3884293824176
Waukegan,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1322.686763440726
Tupelo,MS,"Tupelo, MS",1322.6809872273775
Horn Lake,MS,"Memphis, TN-MS-AR",1322.6259768101418
Salt Lake City,UT,"Salt Lake City, UT",1322.5592826591305
Centralia,WA,"Centralia, WA",1322.444945819074
Lakewood,WA,"Seattle-Tacoma-Bellevue, WA",1322.2920806152836
Lees Summit,MO,"Kansas City, MO-KS",1320.5894406849736
Fort Walton Beach,FL,"Crestview-Fort Walton Beach-Destin, FL",1320.0636413750253
Grovetown,GA,"Augusta-Richmond County, GA-SC",1319.8285228223615
Metairie,LA,"New Orleans-Metairie, LA",1319.1869912192828
Denison,TX,"Sherman-Denison, TX",1317.1819395312145
Chalmette,LA,"New Orleans-Metairie, LA",1316.9960451780655
Deland,FL,"Deltona-Daytona Beach-Ormond Beach, FL",1316.6657914998584
Dover,DE,"Dover, DE",1315.490094944092
Broken Arrow,OK,"Tulsa, OK",1315.253869261012
Panama City Beach,FL,"Panama City, FL",1315.1860233502473
Radford,VA,"Blacksburg-Christiansburg, VA",1314.7216096890513
Saraland,AL,"Mobile, AL",1313.8269245346346
Griffin,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1313.7760137405228
Greenwood,IN,"Indianapolis-Carmel-Anderson, IN",1313.6981144155948
Southaven,MS,"Memphis, TN-MS-AR",1313.5443712727708
Oroville,CA,"Chico, CA",1313.2044310025863
Waller,TX,"Houston-The Woodlands-Sugar Land, TX",1313.12093676867
Verona,PA,"Pittsburgh, PA",1313.0943309791548
Jeffersonville,IN,"Louisville/Jefferson County, KY-IN",1312.9135922326516
Granbury,TX,"Granbury, TX",1312.6294579747441
Gibsonville,NC,"Greensboro-High Point, NC",1312.5
Garland,TX,"Dallas-Fort Worth-Arlington, TX",1311.3232667298755
Lithonia,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1311.1080000284985
Cahokia,IL,"St. Louis, MO-IL",1310.1490373855315
Forest Park,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1308.325200501618
West Valley City,UT,"Salt Lake City, UT",1308.1957734625785
Lancaster,OH,"Columbus, OH",1308.034272285765
Cocoa,FL,"Palm Bay-Melbourne-Titusville, FL",1307.9648422091013
Greer,SC,"Greenville-Anderson, SC",1307.8533318998445
Columbus,MS,"Columbus, MS",1307.3638689796442
Blue Springs,MO,"Kansas City, MO-KS",1306.69009629589
Forestdale,AL,"Birmingham-Hoover, AL",1305.4850544740827
Bedford,TX,"Dallas-Fort Worth-Arlington, TX",1305.146464726786
Mayfield Heights,OH,"Cleveland-Elyria, OH",1304.9735660021013
San Marcos,TX,"Austin-Round Rock-Georgetown, TX",1304.8275140284688
Wooster,OH,"Wooster, OH",1303.6891976733275
Willoughby,OH,"Cleveland-Elyria, OH",1303.3333333333337
Staunton,VA,"Staunton, VA",1302.7849415455448
Havelock,NC,"New Bern, NC",1302.7727375115678
Mechanicville,NY,"Albany-Schenectady-Troy, NY",1302.76403603182
Cartersville,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1302.64530924281
Dearborn Heights,MI,"Detroit-Warren-Dearborn, MI",1302.6315272680388
Wilmington,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1302.6314787548224
Fairview Park,OH,"Cleveland-Elyria, OH",1302.0
Torrington,CT,"Torrington, CT",1301.9285796388021
Crest Hill,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1301.2808608833018
Tooele,UT,"Salt Lake City, UT",1301.2113450176414
Rock Hill,MO,"St. Louis, MO-IL",1300.7210569659862
North Richland Hills,TX,"Dallas-Fort Worth-Arlington, TX",1300.2871623736394
Iowa Park,TX,"Wichita Falls, TX",1300.0
Alsip,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1300.0
Santa Teresa,NM,"Las Cruces, NM",1300.0
Petal,MS,"Hattiesburg, MS",1300.0
Brewer,ME,"Bangor, ME",1300.0
Lewiston,ME,"Lewiston-Auburn, ME",1299.2270628014364
Baytown,TX,"Houston-The Woodlands-Sugar Land, TX",1299.1967144882042
Auburn Hills,MI,"Detroit-Warren-Dearborn, MI",1298.922866986045
Winter Haven,FL,"Lakeland-Winter Haven, FL",1298.8480796841811
Phenix City,AL,"Columbus, GA-AL",1298.2864381478905
Wyoming,MI,"Grand Rapids-Kentwood, MI",1297.9023893812546
Albany,NY,"Albany-Schenectady-Troy, NY",1297.1483282711665
Hickory,NC,"Hickory-Lenoir-Morganton, NC",1296.3695054934055
Little Canada,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",1296.0227675158983
Glendale,AZ,"Phoenix-Mesa-Chandler, AZ",1295.945744616785
Gainesville,TX,"Gainesville, TX",1295.0
Evergreen Park,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1295.0
Greater Carrollwood,FL,"Tampa-St. Petersburg-Clearwater, FL",1294.798162652508
Aiken,SC,"Augusta-Richmond County, GA-SC",1294.2739699337583
Willoughby Hills,OH,"Cleveland-Elyria, OH",1293.5965148842092
Slidell,LA,"New Orleans-Metairie, LA",1293.58718653608
Gainesville,GA,"Gainesville, GA",1293.555883870738
Nixa,MO,"Springfield, MO",1292.7080134937794
Cheney,WA,"Spokane-Spokane Valley, WA",1292.5726062675867
Milledgeville,GA,"Milledgeville, GA",1290.8955907782768
Woonsocket,RI,"Providence-Warwick, RI-MA",1290.733863605217
La Grande,OR,"La Grande, OR",1289.8484754846304
Altamonte Springs,FL,"Orlando-Kissimmee-Sanford, FL",1289.4744287878689
Leeds,AL,"Birmingham-Hoover, AL",1288.75
Whitehall,OH,"Columbus, OH",1288.6474086362164
Union City,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1288.5266949903412
Hamden,CT,"New Haven-Milford, CT",1288.2382795209105
Coraopolis,PA,"Pittsburgh, PA",1287.7830758334496
Shorewood,WI,"Milwaukee-Waukesha, WI",1287.523449229367
Woodstock,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1286.25
Parma Heights,OH,"Cleveland-Elyria, OH",1285.8172809912626
Millcreek,UT,"Salt Lake City, UT",1285.5974624845592
Overland Park,KS,"Kansas City, MO-KS",1281.6795742540555
Cabot,AR,"Little Rock-North Little Rock-Conway, AR",1279.225524492962
Norwich,CT,"Norwich-New London, CT",1278.9243840454653
Cookeville,TN,"Cookeville, TN",1277.180863682417
Berkeley,MO,"St. Louis, MO-IL",1276.9400570023952
Plymouth,PA,"Scranton--Wilkes-Barre, PA",1276.9313862486663
Live Oak,TX,"San Antonio-New Braunfels, TX",1275.3693703016863
Defuniak Springs,FL,"Crestview-Fort Walton Beach-Destin, FL",1275.0
O Fallon,IL,"St. Louis, MO-IL",1274.1240256769672
Clairton,PA,"Pittsburgh, PA",1273.9759987385326
Athens,GA,"Athens-Clarke County, GA",1273.8096500008514
Harvard,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1273.6666666666667
Liberty,MO,"Kansas City, MO-KS",1271.9512468315297
Aberdeen,WA,"Aberdeen, WA",1271.8472273643
Boerne,TX,"San Antonio-New Braunfels, TX",1271.5401545685918
Boise,ID,"Boise City, ID",1270.7899707555482
Goldsboro,NC,"Goldsboro, NC",1269.7933053264283
Logan,UT,"Logan, UT-ID",1269.1177812260644
Zion,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1268.798201783632
Mandeville,LA,"New Orleans-Metairie, LA",1268.261258865523
Norristown,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1268.200569133858
Hephzibah,GA,"Augusta-Richmond County, GA-SC",1267.8019975584614
Newport,KY,"Cincinnati, OH-KY-IN",1267.6491133030754
Hanover,PA,"York-Hanover, PA",1267.2936650777967
Spokane Valley,WA,"Spokane-Spokane Valley, WA",1266.8623857784337
Chambersburg,PA,"Chambersburg-Waynesboro, PA",1266.6630782457346
Eastpointe,MI,"Detroit-Warren-Dearborn, MI",1266.3061900395949
Denham Springs,LA,"Baton Rouge, LA",1266.2231580812354
Jacksonville,FL,"Jacksonville, FL",1264.222795744203
Mesquite,TX,"Dallas-Fort Worth-Arlington, TX",1264.0926708647248
Pahrump,NV,"Pahrump, NV",1263.7467635714488
Phoenix,AZ,"Phoenix-Mesa-Chandler, AZ",1263.6515871118193
Glasgow Village,MO,"St. Louis, MO-IL",1263.4085656875175
Ozark,MO,"Springfield, MO",1263.385455311532
Savannah,GA,"Savannah, GA",1263.0896203057905
Normal,IL,"Bloomington, IL",1262.6483005274167
Annville,PA,"Lebanon, PA",1262.5
Ottawa,IL,"Ottawa, IL",1262.5
Pasadena,TX,"Houston-The Woodlands-Sugar Land, TX",1262.4836001583442
Hopewell,VA,"Richmond, VA",1261.9960841617155
Greeley,CO,"Greeley, CO",1261.5858165889952
Forest Park,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1260.6089026385605
Lochearn,MD,"Baltimore-Columbia-Towson, MD",1258.683785055701
Central,SC,"Greenville-Anderson, SC",1258.3258192549965
Maplewood,MO,"St. Louis, MO-IL",1257.6464501279
Ridgeland,MS,"Jackson, MS",1257.5811032537222
Paris,TX,"Paris, TX",1256.7000898948072
Salem,OR,"Salem, OR",1256.3839032376964
Madison,AL,"Huntsville, AL",1256.0043013769023
Madison,WI,"Madison, WI",1255.5363196107471
Creve Coeur,MO,"St. Louis, MO-IL",1255.440934610362
Roseburg,OR,"Roseburg, OR",1255.4021948781735
Warr Acres,OK,"Oklahoma City, OK",1255.1763467925143
Brentwood,PA,"Pittsburgh, PA",1253.8807411087853
Owensboro,KY,"Owensboro, KY",1253.8623902928857
Stephenville,TX,"Stephenville, TX",1253.6436464095752
Harrison Township,MI,"Detroit-Warren-Dearborn, MI",1253.4543370961617
Athens,OH,"Athens, OH",1252.6804387162229
Wilmington,NC,"Wilmington, NC",1252.0716352083994
Gulfport,MS,"Gulfport-Biloxi, MS",1251.3905280309762
Bismarck,ND,"Bismarck, ND",1250.2667758908708
Watertown,WI,"Beaver Dam, WI",1250.0
Windsor Heights,IA,"Des Moines-West Des Moines, IA",1250.0
Lansford,PA,"Allentown-Bethlehem-Easton, PA-NJ",1250.0
Austintown,OH,"Youngstown-Warren-Boardman, OH-PA",1250.0
Parchment,MI,"Kalamazoo-Portage, MI",1250.0
Jackson,TN,"Jackson, TN",1249.2579319316935
Orem,UT,"Provo-Orem, UT",1248.6413725262214
Millvale,PA,"Pittsburgh, PA",1248.3834359861794
Big Spring,TX,"Big Spring, TX",1248.2463361664225
Silsbee,TX,"Beaumont-Port Arthur, TX",1248.2169037248018
Saint Paul,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",1247.6049055359358
Jasper,AL,"Jasper, AL",1247.5
Westerville,OH,"Columbus, OH",1247.1055836039668
Largo,FL,"Tampa-St. Petersburg-Clearwater, FL",1246.8948286365987
Stone Mountain,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1246.8020778986147
Westlake,LA,"Lake Charles, LA",1246.7924026880685
Oswego,NY,"Syracuse, NY",1245.855917293515
Egypt Lake-Leto,FL,"Tampa-St. Petersburg-Clearwater, FL",1245.5775182171528
Oak Harbor,WA,"Oak Harbor, WA",1245.3937383219015
Lexington,SC,"Columbia, SC",1245.2371199629886
Bentonville,AR,"Fayetteville-Springdale-Rogers, AR",1245.1554381869912
Huntsville,TX,"Huntsville, TX",1244.8529034509354
Tonawanda,NY,"Buffalo-Cheektowaga, NY",1243.5710070266043
Mesa,AZ,"Phoenix-Mesa-Chandler, AZ",1241.8968221422338
Holiday,FL,"Tampa-St. Petersburg-Clearwater, FL",1241.7213753192425
Fall River,MA,"Providence-Warwick, RI-MA",1241.4363874872056
Ponchatoula,LA,"Hammond, LA",1241.4189175764006
Allentown,PA,"Allentown-Bethlehem-Easton, PA-NJ",1241.3492344723807
Tyler,TX,"Tyler, TX",1240.8623863648681
Riverdale,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1239.57225534459
Daphne,AL,"Daphne-Fairhope-Foley, AL",1238.7402467179236
Meridian,MS,"Meridian, MS",1238.5437627519186
Pensacola,FL,"Pensacola-Ferry Pass-Brent, FL",1237.2607526307427
Martinsburg,WV,"Hagerstown-Martinsburg, MD-WV",1235.5149946008528
Maple Heights,OH,"Cleveland-Elyria, OH",1234.7752282803276
Gainesville,FL,"Gainesville, FL",1234.3638347168383
Danville,VA,"Danville, VA",1234.1937344408234
North Saint Paul,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",1233.1334135142943
Knoxville,TN,"Knoxville, TN",1232.5338877476545
Taft,CA,"Bakersfield, CA",1230.195825887208
Ferndale,MI,"Detroit-Warren-Dearborn, MI",1229.7325768121038
Burnsville,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",1228.1935361644798
New Iberia,LA,"Lafayette, LA",1227.5
Haltom City,TX,"Dallas-Fort Worth-Arlington, TX",1227.336045734007
Galveston,TX,"Houston-The Woodlands-Sugar Land, TX",1227.3168085283116
McAllen,TX,"McAllen-Edinburg-Mission, TX",1226.5543869207515
Columbia,PA,"Lancaster, PA",1226.0649631423462
Bryan,TX,"College Station-Bryan, TX",1225.977575288207
Grand Rapids,MI,"Grand Rapids-Kentwood, MI",1225.9692888258983
San Antonio,TX,"San Antonio-New Braunfels, TX",1225.6753758073385
McKees Rocks,PA,"Pittsburgh, PA",1225.4520200144766
Conyers,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1225.350503731278
Pittsburgh,PA,"Pittsburgh, PA",1225.0179858356908
Monroeville,PA,"Pittsburgh, PA",1222.854991455708
Dekalb,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1222.687074434167
South Salt Lake,UT,"Salt Lake City, UT",1222.2794113425446
Barstow,CA,"Riverside-San Bernardino-Ontario, CA",1222.2692552292056
Watertown,NY,"Watertown-Fort Drum, NY",1221.7327666410322
Norcross,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1221.5855183428737
Fairfield,OH,"Cincinnati, OH-KY-IN",1219.812812369235
North Charleston,SC,"Charleston-North Charleston, SC",1219.6073893529344
Siloam Springs,AR,"Fayetteville-Springdale-Rogers, AR",1219.3249033520979
Longview,WA,"Longview, WA",1219.1843379192062
Moore,OK,"Oklahoma City, OK",1219.0697846737924
Daytona Beach,FL,"Deltona-Daytona Beach-Ormond Beach, FL",1218.300642545488
Lawrence,IN,"Indianapolis-Carmel-Anderson, IN",1218.102572554303
Red Bank,TN,"Chattanooga, TN-GA",1218.046325717445
Sioux City,IA,"Sioux City, IA-NE-SD",1216.9190551687527
Florissant,MO,"St. Louis, MO-IL",1216.5859877039306
Wyandotte,MI,"Detroit-Warren-Dearborn, MI",1215.9924497375403
Sebring,FL,"Sebring-Avon Park, FL",1215.806434857736
New London,CT,"Norwich-New London, CT",1213.776873517556
Redding,CA,"Redding, CA",1213.2204029091981
Cedar Falls,IA,"Waterloo-Cedar Falls, IA",1211.0988708489422
Harper Woods,MI,"Detroit-Warren-Dearborn, MI",1211.0965716943922
Xenia,OH,"Dayton-Kettering, OH",1210.9554106233643
Yakima,WA,"Yakima, WA",1210.9153663508866
Garfield Heights,OH,"Cleveland-Elyria, OH",1210.5655666163
Jersey Village,TX,"Houston-The Woodlands-Sugar Land, TX",1210.2497310479828
Onalaska,WI,"La Crosse-Onalaska, WI-MN",1210.211997060211
Richmond Heights,MO,"St. Louis, MO-IL",1209.8787793511462
Miamisburg,OH,"Dayton-Kettering, OH",1209.8566199128234
El Reno,OK,"Oklahoma City, OK",1208.606324386894
Kannapolis,NC,"Charlotte-Concord-Gastonia, NC-SC",1206.9505378065974
Jonesboro,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1206.8215057790064
Rock Hill,SC,"Charlotte-Concord-Gastonia, NC-SC",1205.954039329266
Cicero,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1204.9704346849337
Temple,TX,"Killeen-Temple, TX",1204.9106847915332
Branson,MO,"Branson, MO",1204.5063046883147
Covington,KY,"Cincinnati, OH-KY-IN",1204.2584442189507
Salisbury,NC,"Charlotte-Concord-Gastonia, NC-SC",1203.2707921761994
Dothan,AL,"Dothan, AL",1202.9418382783062
Grand Junction,CO,"Grand Junction, CO",1202.9286740900186
Laughlin,NV,"Las Vegas-Henderson-Paradise, NV",1202.3539533346602
Rocky Mount,NC,"Rocky Mount, NC",1202.2920529773166
East Point,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1202.0981838772504
Deridder,LA,"DeRidder, LA",1201.7371149080802
Moses Lake,WA,"Moses Lake, WA",1201.0903766934182
Woodruff,SC,"Spartanburg, SC",1200.0
Trinidad,CO,,1200.0
Madras,OR,,1199.5
Mount Healthy,OH,"Cincinnati, OH-KY-IN",1199.1762426077705
Norfolk,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",1198.6782568440842
Lebanon,PA,"Lebanon, PA",1197.5785305951492
Pharr,TX,"McAllen-Edinburg-Mission, TX",1197.4873881042377
Burlington,NC,"Burlington, NC",1195.0635379416613
Springfield,OR,"Eugene-Springfield, OR",1194.582169561387
Chester,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1194.4112061003457
Anderson,SC,"Greenville-Anderson, SC",1194.3743546011326
Valdosta,GA,"Valdosta, GA",1192.627385694316
Gillette,WY,"Gillette, WY",1191.5951039770061
Lincoln Park,MI,"Detroit-Warren-Dearborn, MI",1190.9079100140316
Moss Point,MS,"Gulfport-Biloxi, MS",1190.2948973339858
Bellefontaine Neighbors,MO,"St. Louis, MO-IL",1190.190048061919
Elizabethtown,PA,"Lancaster, PA",1188.6311360611799
La Vista,NE,"Omaha-Council Bluffs, NE-IA",1188.5494954452743
Seward,NE,"Lincoln, NE",1187.5
Winchester,KY,"Lexington-Fayette, KY",1187.1755176086133
New Britain,CT,"Hartford-East Hartford-Middletown, CT",1185.0608473544999
Madison Heights,MI,"Detroit-Warren-Dearborn, MI",1184.6881867854665
Stillwater,OK,"Stillwater, OK",1184.6830147928779
Fremont,NE,"Fremont, NE",1184.387100122879
Richmond,VA,"Richmond, VA",1183.8488724804552
Richfield,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",1182.468302545508
Bessemer,AL,"Birmingham-Hoover, AL",1182.3411822713242
Texas City,TX,"Houston-The Woodlands-Sugar Land, TX",1181.8638870573704
Shiloh,IL,"St. Louis, MO-IL",1180.5457503445757
Salisbury,MD,"Salisbury, MD-DE",1179.2078715141397
Lake Purdy,AL,"Birmingham-Hoover, AL",1179.1259568527892
Millbrook,AL,"Montgomery, AL",1179.1135719005154
Lacy-Lakeview,TX,"Waco, TX",1178.75
Fayetteville,AR,"Fayetteville-Springdale-Rogers, AR",1178.6933070031068
Corpus Christi,TX,"Corpus Christi, TX",1178.2920994623098
Corsicana,TX,"Corsicana, TX",1177.2836223494005
Greenville,SC,"Greenville-Anderson, SC",1176.77556630729
West Des Moines,IA,"Des Moines-West Des Moines, IA",1176.1648259595288
Florence,AL,"Florence-Muscle Shoals, AL",1176.099158095193
Riverside,OH,"Dayton-Kettering, OH",1175.2402315823583
Aliquippa,PA,"Pittsburgh, PA",1174.9108687371868
Paragould,AR,"Paragould, AR",1174.5895896454322
Albemarle,NC,"Albemarle, NC",1172.5
Spanish Lake,MO,"St. Louis, MO-IL",1171.993457645063
Hattiesburg,MS,"Hattiesburg, MS",1171.7947690481421
Shelbyville,IN,"Indianapolis-Carmel-Anderson, IN",1171.61035632097
Bethany,OK,"Oklahoma City, OK",1170.733874593863
Albuquerque,NM,"Albuquerque, NM",1170.5462699590012
El Paso,TX,"El Paso, TX",1170.1653344081021
Baton Rouge,LA,"Baton Rouge, LA",1169.7811830874102
Waco,TX,"Waco, TX",1167.6474312714363
Elkhart,IN,"Elkhart-Goshen, IN",1166.2903504396102
Hampton,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",1164.7103948183674
Klamath Falls,OR,"Klamath Falls, OR",1164.6555534949948
Nicholasville,KY,"Lexington-Fayette, KY",1163.3872467278607
Butte,MT,"Butte-Silver Bow, MT",1161.9073403051855
Lubbock,TX,"Lubbock, TX",1161.193762374958
Saint Charles,MO,"St. Louis, MO-IL",1161.1346076939856
Chattanooga,TN,"Chattanooga, TN-GA",1160.996894138502
Holland,MI,"Grand Rapids-Kentwood, MI",1160.5657279787915
Lagrange,GA,"LaGrange, GA-AL",1159.521089816807
